Reading,Well,Filter A,Filter B,Filter C,Filter D,Filter E
15,50,80678,16323,17756,16015,1895
15,51,61671,12736,13354,11976,1392
15,52,54180,13034,13299,12386,1091
15,53,63351,15445,14452,11760,1495
15,54,59608,14175,12703,12339,1482
15,55,59075,13855,12404,11169,1424
15,56,71762,16321,14661,12705,1783
15,57,63242,15745,13646,12031,1701
15,58,68230,16246,13302,11047,677
15,59,93146,23922,19323,13604,1048
15,60,102981,36454,23145,13812,962
15,61,89415,16559,13790,13389,1394
15,62,80558,17043,13922,12637,2093
15,63,65089,16683,13830,13649,1883
15,64,74806,19191,14729,13567,2358
15,65,128036,50655,32269,21659,1473
15,66,114629,37411,21705,15008,2202
15,67,72314,18047,13725,13011,1531
15,68,111292,42728,25086,19059,2005
15,69,64196,16702,15148,15924,1901
15,70,102504,41785,25742,18936,1605
15,71,122188,37688,20857,14439,1572
15,72,67104,15367,13948,13497,1439
15,73,108805,23988,17209,13815,1164
15,74,95498,30480,19667,14745,870
15,75,88857,13315,10019,10854,1842
15,76,70054,18301,19427,15867,1610
15,77,100178,17761,13908,13014,1996
15,78,95755,18027,14369,12994,1918
15,79,97723,21280,18588,15940,2006
15,80,147305,42033,24216,16376,1806
15,81,79565,18506,17469,15270,1287
15,82,112264,28544,18852,14341,1367
15,83,92414,19791,15567,13545,1218
15,84,104020,21447,16624,14146,1455
15,85,92591,27035,29046,20332,1105
15,86,99282,16265,14750,13038,609
15,87,87717,14844,10536,10439,1302
15,88,73658,16601,16166,13999,1615
15,89,100855,18030,15826,13459,1905
15,90,98174,19864,13492,12027,2229
15,91,98215,17892,15230,13644,1991
15,92,104707,19634,14167,12715,1939
15,93,76753,16156,9705,9792,1186
15,94,77490,13253,11767,11610,1171
15,95,80629,15374,12891,11428,1381
15,96,104608,22133,15467,12778,2509
16,1,164381,22701,17423,16334,3120
16,2,124884,21105,16662,14007,2229
16,3,92016,15483,12783,10270,1623
16,4,79170,19781,23494,18189,1136
16,5,99074,23739,23787,15840,1591
16,6,91649,17186,17663,11576,1432
16,7,97491,19457,20068,12950,1221
16,8,116828,26332,16006,7725,680
16,9,95333,19071,15041,10724,1736
16,10,182285,32908,20797,12813,1208
16,11,146606,23264,17583,13150,2613
16,12,144275,20865,17667,14799,4061
16,13,106975,18107,16383,14585,1478
16,14,89468,15689,14481,12393,1552
16,15,73554,15269,13779,10807,1500
16,16,82669,20470,16365,10636,1208
16,17,69219,15952,15626,11114,1178
16,18,75706,17248,13725,9713,1177
16,19,71220,15784,13314,8732,354
16,20,74426,13903,12424,9363,1370
16,21,95406,22280,18744,12733,2322
16,22,89838,19678,18447,13285,1448
16,23,97878,22118,19894,13856,1504
16,24,137342,67917,47961,21579,876
16,25,147052,135351,137206,64525,2568
16,26,111753,22118,21596,17359,1812
16,27,82147,14773,14400,13526,1411
16,28,357245,151476,67826,22873,1382
16,29,200862,78258,44233,18369,1353
16,30,834328,429605,144078,31788,1994
16,31,316747,82335,31174,14210,1467
16,32,66212,16452,13650,10886,1639
16,33,962697,339606,89304,20934,1598
16,34,94077,21692,13344,9143,1277
16,35,117874,24870,15475,11115,1873
16,36,104874,20580,16292,11569,2772
16,37,1444925,3420063,3803160,1319493,4233
16,38,186312,320540,362151,149589,2131
16,39,90069,28426,26067,17818,1816
16,40,68225,18274,18332,15593,1104
16,41,86957,22115,18125,14191,1693
16,42,70493,18183,14673,13220,1131
16,43,65904,15457,13853,13324,1059
16,44,73125,16540,13409,11866,1514
16,45,73705,18851,15363,11647,1417
16,46,86384,20466,15929,12230,1697
16,47,97258,23240,18183,12999,2159
16,48,100263,24669,18624,13478,1715
16,49,86007,39189,46342,30987,1129
16,50,76371,15907,17204,15573,1432
16,51,58956,12420,13124,11743,1289
16,52,49720,12031,12799,11665,808
16,53,59350,13949,13138,11243,1227
16,54,55389,13587,12227,11961,1434
16,55,56283,13183,11814,11042,1200
16,56,68094,15131,13655,12500,1994
16,57,59991,14532,12699,11271,2033
16,58,65822,15258,12927,10590,1190
16,59,87536,22373,18701,13086,886
16,60,98119,35188,22925,13690,1643
16,61,82531,15910,13516,13029,1838
16,62,76515,16106,13648,12479,1505
16,63,61905,15944,13679,13472,1943
16,64,71557,18841,14081,13432,2276
16,65,124811,49783,31847,21108,1523
16,66,110916,37120,21243,14942,2129
16,67,70086,17542,13088,12675,1422
16,68,108800,42648,24526,18162,2042
16,69,60857,16366,14826,16095,1677
16,70,100784,41350,25512,18568,1433
16,71,118580,37796,20266,14154,1486
16,72,63410,14729,13768,13340,1239
16,73,103538,22959,16516,13576,1075
16,74,90779,29644,19140,14733,1354
16,75,84099,12582,10038,10985,1536
16,76,66181,18080,19041,15756,1181
16,77,95079,17685,13542,12949,2023
16,78,90387,17375,13916,12558,2117
16,79,93833,20451,18134,15412,1903
16,80,141714,41279,23919,16068,1978
16,81,75209,17963,17017,15308,1358
16,82,108203,28121,18405,13915,1290
16,83,86694,18938,15136,13820,1733
16,84,99499,20814,16432,14429,1874
16,85,88100,27639,29581,20957,1125
16,86,93455,15611,14837,12867,112
16,87,82170,14479,10397,10011,1518
16,88,68415,16120,16347,13746,1233
16,89,95783,17577,15256,12878,1878
16,90,93271,18801,13268,11771,1932
16,91,93496,16640,14404,12930,1595
16,92,98580,18802,13698,12809,1962
16,93,72397,15942,9641,9489,1026
16,94,72685,12495,11638,11361,1570
16,95,77653,14591,12223,10813,1282
16,96,100187,20989,15366,12151,1681
17,1,164231,22956,17382,16200,2888
17,2,125136,20803,16555,13631,2189
17,3,91137,15702,12944,10182,1357
17,4,78532,20269,24261,18208,1684
17,5,97805,24572,24571,16127,1230
17,6,92572,17152,17881,11191,1577
17,7,97355,19877,20636,12931,1428
17,8,115736,26885,16327,7996,1148
17,9,94674,18474,15142,10563,1299
17,10,182875,33519,20318,12418,1663
17,11,145692,23028,17182,13061,2091
17,12,142524,20454,17403,14737,4700
17,13,106618,17889,16505,14586,1681
17,14,89139,16040,14483,12117,1923
17,15,73767,15585,13854,10707,1140
17,16,82701,20194,16043,10624,1063
17,17,68309,16640,15613,11331,1367
17,18,76350,17180,13458,9198,900
17,19,71395,15619,13382,9030,50
17,20,74916,14449,12533,9876,1618
17,21,94994,22558,18929,12575,1903
17,22,89189,19762,18362,13120,1633
17,23,96445,21749,20171,13921,1582
17,24,147131,81907,56269,23742,1490
17,25,157145,159802,161905,72610,2497
17,26,111468,22903,22037,16948,2100
17,27,81859,14785,14727,13209,1057
17,28,365210,156525,70463,23436,1324
17,29,204660,81053,45310,18779,1611
17,30,848042,436867,146707,31980,1762
17,31,328173,85567,32172,14295,1219
17,32,66527,16247,13751,10729,2069
17,33,978815,343824,91575,20927,1091
17,34,93226,21836,13474,9233,1263
17,35,117320,24704,15435,11507,1844
17,36,104814,20919,16217,11481,2722
17,37,1431836,3390077,3799068,1320305,4417
17,38,201816,357905,402471,164330,2257
17,39,89431,29466,26769,17740,1350
17,40,67307,18538,18417,15632,1118
17,41,87307,22393,17975,14553,1722
17,42,71246,18333,14534,12992,958
17,43,66388,15605,13832,12997,1132
17,44,72591,16284,13742,11987,1400
17,45,73418,19085,15282,11598,1566
17,46,87404,20917,15816,11813,1696
17,47,96427,23661,18824,12822,2045
17,48,100588,25055,18525,13524,1873
17,49,85440,42505,49729,32489,1779
17,50,75765,16248,17511,15561,1372
17,51,59032,12118,13143,11513,1577
17,52,49891,12603,12469,11663,1230
17,53,58807,13473,12871,10772,1605
17,54,54821,13395,12107,11703,1471
17,55,55677,13100,11703,10988,1164
17,56,67657,14750,13138,12060,1988
17,57,59428,14152,12521,11512,1710
17,58,64970,15024,13157,10507,827
17,59,87852,21993,18844,12865,1099
17,60,96882,34883,23281,14303,1714
17,61,83578,15841,13657,12404,1816
17,62,77184,16730,13421,12704,1633
17,63,62612,15962,13472,13457,1582
17,64,71886,19075,14268,13236,2260
17,65,126400,51238,32219,20924,1437
17,66,112463,38138,21548,14975,1758
17,67,70553,17643,13363,12480,1298
17,68,111619,43805,25133,18038,1833
17,69,62147,16599,14754,15474,1704
17,70,103186,43265,25787,18737,1536
17,71,121770,38436,20801,14421,854
17,72,65239,15148,13443,12837,1221
17,73,104762,23192,16969,13666,1613
17,74,91226,30049,19574,14337,986
17,75,83082,13015,9935,11125,2039
17,76,66114,18147,19505,15857,1452
17,77,95990,17743,13461,12755,1875
17,78,90650,17605,14079,12613,1873
17,79,94481,20764,18554,15392,2191
17,80,142508,42004,24155,15839,2170
17,81,75322,18128,17116,15005,1516
17,82,109465,28695,18630,14125,1340
17,83,87188,18808,15160,13120,1530
17,84,101221,21187,16580,14302,1749
17,85,89018,28908,31539,22304,1197
17,86,93929,15986,14708,13131,0
17,87,82652,14613,10348,9966,1541
17,88,69755,16722,16860,14400,1492
17,89,96366,17564,14998,12946,1557
17,90,92261,18760,13175,11537,2008
17,91,93613,16382,13835,12917,1712
17,92,99205,18689,13682,12836,1756
17,93,73017,15695,9643,9299,1268
17,94,72881,13117,11852,11798,1338
17,95,77324,14165,12314,11047,1030
17,96,99205,21617,15501,12579,2183
18,1,162766,22298,17387,16377,2650
18,2,124004,21276,16755,13942,2199
18,3,90719,15620,12680,10044,1536
18,4,78242,20614,24887,18302,1258
18,5,97906,25785,26258,16941,1379
18,6,91674,17217,17663,11191,1218
18,7,96793,20255,21319,13388,1350
18,8,113846,26838,16746,8541,1221
18,9,94776,19032,15049,10474,1516
18,10,182535,33425,20591,12120,1802
18,11,145293,22207,16699,13123,2198
18,12,139903,20296,18146,15219,4289
18,13,105045,18474,16345,15187,1490
18,14,88840,15738,14561,11788,1478
18,15,72284,15008,13661,11207,1140
18,16,83198,20202,15573,10081,1698
18,17,68680,15882,15323,11237,1455
18,18,76241,17395,13533,9060,792
18,19,69860,15856,13331,8962,179
18,20,74678,14749,12553,9489,1235
18,21,93791,22767,19264,12951,2349
18,22,88037,19535,18160,12939,1890
18,23,94214,21593,20038,13868,1224
18,24,158633,99473,67705,26751,1401
18,25,168712,189404,190251,82796,2257
18,26,111602,23491,22725,17980,2234
18,27,81065,14913,14950,13171,1510
18,28,373053,160427,72755,24025,1034
18,29,209520,82946,46703,18760,1105
18,30,861760,441431,148415,32598,1671
18,31,336101,88734,33444,14668,1250
18,32,66709,16111,13245,10295,2048
18,33,985299,344446,92532,21771,1735
18,34,92765,21468,13187,9202,1490
18,35,115002,24566,15418,11086,2108
18,36,104834,21002,15782,11661,3184
18,37,1409223,3344145,3761298,1324445,4521
18,38,221598,405324,454241,182935,2062
18,39,90196,29744,27746,18260,1670
18,40,67569,18473,18588,15747,1444
18,41,87360,22287,18356,14421,1114
18,42,71103,17991,14981,12990,1219
18,43,65486,15178,14054,13226,1280
18,44,72869,16454,13713,11814,1518
18,45,72788,19145,15772,12008,1779
18,46,86728,21034,16311,11935,1771
18,47,96831,23581,18468,13084,1770
18,48,99951,25046,18823,13838,1785
18,49,86266,45715,53975,34669,1950
18,50,76127,16505,17326,15497,1939
18,51,59078,12198,13105,11835,1202
18,52,49129,12063,12599,11801,1123
18,53,58668,13232,12457,11282,1645
18,54,53985,12991,11946,12042,1344
18,55,55993,13076,11585,11362,961
18,56,67671,14496,12778,12009,1972
18,57,59031,13786,12179,11345,2103
18,58,64659,15125,12758,10657,868
18,59,86525,21520,18628,13308,946
18,60,102075,38200,23191,13688,1364
18,61,84139,16109,13830,13184,1572
18,62,77280,16989,13503,12612,1646
18,63,62734,16084,13536,13208,1510
18,64,72504,19391,14389,13198,2419
18,65,128346,52080,32728,21178,1757
18,66,113271,38800,22159,14947,1687
18,67,71069,17777,13465,12572,1269
18,68,114839,45014,25381,17888,1984
18,69,62608,16890,14878,15202,1933
18,70,105250,44124,26390,18511,1889
18,71,123167,39245,21193,13985,1413
18,72,63997,14758,13468,12815,1384
18,73,105153,23429,16980,13705,1817
18,74,91633,30278,19629,15053,722
18,75,82398,13022,10060,10805,1604
18,76,65443,18755,19866,16079,1181
18,77,94538,17980,13686,12711,1691
18,78,89950,17586,14075,12534,1977
18,79,94400,21002,18233,15598,1949
18,80,143305,42563,24466,16034,1841
18,81,74511,17990,17296,15180,1221
18,82,109774,28993,19009,14217,1390
18,83,86607,18814,15015,13319,1249
18,84,100402,21554,16639,14365,1789
18,85,87626,30368,33396,23557,1771
18,86,93488,15963,14961,12400,168
18,87,82228,14485,10593,9847,1618
18,88,68189,17436,17844,14581,1671
18,89,94618,17801,15089,12846,1978
18,90,90986,18727,13128,11477,1913
18,91,92161,16008,13828,12721,1746
18,92,98495,18579,13770,12735,1760
18,93,72987,15760,9783,9593,1113
18,94,72563,12760,11863,11909,1208
18,95,76599,14131,12076,11253,706
18,96,98630,21600,15610,12970,2659
19,1,160713,22354,17540,16740,2595
19,2,124233,21075,16996,14057,1690
19,3,89262,15804,12804,10537,1343
19,4,77581,21103,25746,18474,1319
19,5,96783,27198,27926,18040,1687
19,6,90520,17246,17910,10978,1773
19,7,95964,21007,21869,13737,1268
19,8,113465,26972,17098,8415,906
19,9,94524,19166,15163,10353,1260
19,10,183371,33791,20619,12222,1824
19,11,145569,21592,16169,12774,2343
19,12,138830,20214,17979,14659,3881
19,13,103642,18255,16936,15519,1977
19,14,88651,15899,14794,12282,1075
19,15,71621,14476,13704,10554,1159
19,16,84331,19734,15292,9586,1364
19,17,68341,15668,15192,10614,1320
19,18,76566,17082,13456,9012,835
19,19,69958,16024,13337,8972,0
19,20,74314,14420,12703,9342,1638
19,21,93861,23029,19543,13490,1502
19,22,86931,19125,18261,13211,1248
19,23,93784,21707,20161,14385,1528
19,24,176919,123195,83629,30684,1353
19,25,182806,225681,227131,95984,2115
19,26,111317,24596,23687,17997,2155
19,27,79176,15109,15455,13573,1192
19,28,378602,164994,75626,24836,1338
19,29,215677,86117,48717,19431,1484
19,30,877151,447309,151237,32756,1204
19,31,343904,90758,34045,15472,1433
19,32,66193,16425,13480,10387,1998
19,33,985737,346032,94467,22173,1564
19,34,92452,21468,13318,9224,1108
19,35,115407,24505,15395,11135,1859
19,36,105062,20881,16024,11721,3002
19,37,1387295,3288738,3726985,1328009,4489
19,38,248944,469730,521918,207140,1971
19,39,89523,30958,28708,18943,1418
19,40,67580,18123,18548,15590,1451
19,41,88095,22443,18120,14649,1695
19,42,70730,18371,14703,12969,1444
19,43,65542,15358,14111,12736,970
19,44,72525,16538,13697,12169,1460
19,45,72752,18878,15462,11606,1467
19,46,86008,21159,16465,11757,1337
19,47,96606,23872,18625,12969,1874
19,48,98792,25239,19284,14099,1944
19,49,87946,50178,58496,37634,1685
19,50,76248,16299,17971,16038,1619
19,51,58583,12468,13364,11937,1137
19,52,48994,12456,12664,12074,648
19,53,58206,13069,12808,11233,1540
19,54,53488,12941,12135,11948,1600
19,55,56214,12985,11602,11306,932
19,56,66426,14221,12574,11843,2047
19,57,58312,13852,12415,11053,1847
19,58,64351,15339,13162,11373,561
19,59,85883,21776,18697,13287,1136
19,60,122398,73325,46017,19022,1223
19,61,84197,16782,13529,13081,1526
19,62,77267,16967,13755,12400,1747
19,63,62620,16338,13656,12992,1641
19,64,72924,19331,14401,13325,2344
19,65,130231,53590,33560,21287,1704
19,66,113999,39461,22732,15018,2198
19,67,71131,18027,13427,12637,1055
19,68,116722,46180,26091,18313,1971
19,69,63018,16840,14914,15629,1967
19,70,107881,45458,26427,18059,1575
19,71,124090,39918,21565,13988,1711
19,72,64255,14705,13508,13138,1568
19,73,103989,23213,16756,14361,1316
19,74,91964,30492,19848,14570,868
19,75,82879,13150,10093,10503,1360
19,76,65032,18912,20239,16135,1383
19,77,93722,17948,13692,12858,1724
19,78,89440,17643,14199,12698,2134
19,79,93762,21267,18303,15180,2103
19,80,143872,43186,24496,16469,1834
19,81,73401,18174,17551,15240,1513
19,82,109377,29218,18870,14056,1017
19,83,85285,18576,15046,13149,1503
19,84,100481,21411,16659,14388,1772
19,85,87184,32890,35820,25333,1768
19,86,93634,16070,14883,13172,449
19,87,82871,14741,10462,10112,1509
19,88,68102,17905,18687,15126,1545
19,89,94350,17466,14758,12642,1702
19,90,90023,18662,13309,10860,1962
19,91,91421,15831,13714,12704,1793
19,92,97523,18286,13607,12420,1698
19,93,71740,15963,9958,9606,892
19,94,71614,13012,12216,11964,1030
19,95,77816,14016,11871,11059,1083
19,96,100017,21950,16129,12796,1936
20,1,158811,22405,17395,16299,2079
20,2,122115,21096,17463,14242,2464
20,3,88852,15781,12973,10155,1648
20,4,76995,22081,26476,19301,1154
20,5,95666,28679,29643,18715,1167
20,6,89449,17660,18166,11308,1374
20,7,94026,21826,22646,14263,1336
20,8,111875,27108,17525,8618,719
20,9,94434,19657,15503,10362,1538
20,10,183139,34131,20250,12178,1314
20,11,142521,21736,16169,12672,2361
20,12,136633,20010,18259,15502,4081
20,13,101978,18382,17064,15643,1434
20,14,87778,16216,14957,12598,1506
20,15,70361,14300,13718,10967,957
20,16,83597,19191,14535,9472,1351
20,17,66658,15376,14764,10625,1322
20,18,76791,17494,13227,8667,957
20,19,69561,15552,13345,8953,657
20,20,72785,14453,13123,9672,1567
20,21,92870,22905,19733,13645,2052
20,22,84796,19297,18421,13492,1567
20,23,92855,21673,20608,14291,1066
20,24,198800,156424,103992,36223,1138
20,25,201949,270871,271595,112175,2301
20,26,108565,25206,24581,18947,2006
20,27,78324,15082,15227,13452,1135
20,28,385193,168929,78420,25706,1543
20,29,219973,89262,50537,19601,1484
20,30,892832,453437,153858,33246,1035
20,31,349795,93452,35642,15014,1164
20,32,66736,15867,13548,10667,1492
20,33,980790,346157,96422,22713,1282
20,34,91062,21307,13343,9114,1194
20,35,113937,24476,15750,11447,1690
20,36,104488,21375,16222,11389,2808
20,37,1363086,3234432,3704564,1329437,4614
20,38,284846,554174,610395,237384,2045
20,39,89419,32155,30301,19492,1798
20,40,66270,18276,18652,15665,971
20,41,87972,22705,18528,14309,1243
20,42,70669,18198,14690,13245,1195
20,43,64978,15243,13944,13594,1218
20,44,71221,16117,13767,11653,1560
20,45,72541,19664,15893,11813,1424
20,46,84420,20669,16341,11548,1586
20,47,95450,23941,18885,13167,1881
20,48,98799,25711,19415,14019,1725
20,49,88222,55422,65823,41140,1491
20,50,73937,16802,18502,16173,1498
20,51,57478,12603,13676,12422,1130
20,52,49066,12443,12915,12433,1128
20,53,58105,13213,12972,11323,1278
20,54,53707,12991,12017,12106,1417
20,55,55896,12869,11608,11157,1081
20,56,65824,14140,12660,12200,1939
20,57,57623,13443,12334,11212,1480
20,58,63503,15242,13094,10517,862
20,59,84948,20997,18264,13451,1130
20,60,120698,72348,46308,19369,1257
20,61,83461,16056,13564,13746,2185
20,62,76267,17118,13765,12731,2007
20,63,62317,16435,14018,13296,1613
20,64,73210,20016,14814,13303,2417
20,65,131438,54653,34005,21657,1346
20,66,113751,40255,23334,15198,1950
20,67,71495,18087,13537,12511,1231
20,68,119591,47281,26499,18187,1940
20,69,64029,17349,15046,15430,1704
20,70,110056,46848,26915,18342,1844
20,71,126209,41337,21886,14880,1084
20,72,63876,15271,13546,12731,1195
20,73,102610,23231,17112,14114,1276
20,74,91682,30948,20211,14645,1298
20,75,81759,13069,10141,10600,1442
20,76,64242,19584,21337,16505,1496
20,77,93370,17961,13800,12716,2110
20,78,87531,17672,14127,12647,2138
20,79,94108,21396,18685,15583,2370
20,80,143991,43686,25191,16108,1825
20,81,72996,18359,17954,15375,1096
20,82,109813,29611,19545,14278,938
20,83,83182,18298,15033,13404,1370
20,84,98710,21272,17116,14743,1493
20,85,87797,35593,39466,26912,1024
20,86,91133,16619,14778,12558,418
20,87,81446,14765,10243,9785,1415
20,88,66405,19063,19791,15708,1560
20,89,93259,17460,14874,12449,1819
20,90,88520,18445,13277,11419,1926
20,91,88555,15337,13521,12315,1655
20,92,95425,18130,13890,12624,1804
20,93,71132,15696,9903,9553,972
20,94,71127,13057,12723,12367,1074
20,95,76864,14114,12024,11416,611
20,96,97982,21860,15788,13348,2679
21,1,160447,22866,17715,16824,2527
21,2,122624,21648,17388,14481,2374
21,3,88866,15738,13261,10231,1300
21,4,77092,23299,27478,20265,1023
21,5,96070,31171,32900,20125,1135
21,6,89132,18014,18537,11587,1444
21,7,95036,22904,24229,14894,1239
21,8,110927,27875,18574,9006,723
21,9,95328,19963,16075,10671,1595
21,10,185598,35253,20561,12053,1393
21,11,143186,21542,16150,12846,2097
21,12,135953,20886,18520,15251,4232
21,13,100885,18908,17670,15208,1722
21,14,88472,16441,15000,12449,1565
21,15,70823,14589,13955,11071,1157
21,16,84249,19339,14270,8651,1373
21,17,67065,15722,14932,10863,1523
21,18,79553,18057,13146,9337,1112
21,19,70031,16055,13649,8959,487
21,20,72717,14823,13154,10104,1390
21,21,92846,23654,20624,13602,1737
21,22,85345,19828,18944,13756,1414
21,23,91746,21574,20600,14757,1758
21,24,229173,199489,131150,43263,1143
21,25,228055,330476,329981,132955,2206
21,26,108911,26269,26308,19828,1597
21,27,78477,15281,15574,14050,1499
21,28,392926,175317,83209,26714,881
21,29,227810,93156,53182,20800,1149
21,30,919726,464420,158619,34052,849
21,31,357250,96985,36884,15427,1323
21,32,67738,16289,13395,10357,1443
21,33,986751,350880,99850,23802,1293
21,34,90567,21065,13501,9829,954
21,35,114765,24602,16080,11168,1693
21,36,105769,21954,16373,11412,3147
21,37,1353496,3214229,3709780,1345612,4309
21,38,336286,668121,729005,275734,2498
21,39,90150,34028,32175,20497,1418
21,40,66697,18711,18926,16116,558
21,41,89193,23503,18638,14710,1583
21,42,70576,17964,15186,13454,959
21,43,65917,15247,14502,13471,1218
21,44,72115,16585,14138,11594,1389
21,45,72920,19370,16335,12241,1426
21,46,84524,21524,16708,12539,1121
21,47,95165,24066,19501,13507,1557
21,48,99381,25677,20213,14528,1992
21,49,92395,62884,74860,44848,1686
21,50,74930,17537,19057,16334,1398
21,51,58342,12748,13984,12087,1575
21,52,49525,12577,13240,12003,839
21,53,58638,13623,13266,11499,1533
21,54,53724,13202,12228,12363,1446
21,55,56536,13482,11993,11910,1267
21,56,65774,14525,12704,12510,1599
21,57,58003,13934,12306,11548,1459
21,58,63401,15716,13596,10835,998
21,59,84445,21375,18617,13394,1158
21,60,119232,72432,46980,19476,1078
21,61,84331,16384,14154,14024,1359
21,62,77506,17143,13558,12597,1830
21,63,62399,16528,14237,13129,1939
21,64,73673,20372,15058,13460,2437
21,65,134483,56493,35280,21927,1737
21,66,115592,41310,24194,15540,1835
21,67,73556,18876,13839,12749,1477
21,68,122482,49242,27318,18232,1839
21,69,65724,17483,15442,15201,2244
21,70,113887,48992,28194,18607,1296
21,71,128841,42730,22895,15078,1384
21,72,65059,15442,13956,13085,1183
21,73,103699,23982,17747,14941,1271
21,74,93890,31263,20664,14966,1082
21,75,82241,13356,10065,11068,1247
21,76,64124,20163,22403,17298,1394
21,77,92881,18096,13962,12526,1778
21,78,87046,18057,14493,12891,1998
21,79,94699,21967,19137,15556,1859
21,80,146109,44998,25907,16865,2026
21,81,72473,18689,18280,15477,1258
21,82,110931,30482,19870,14619,1276
21,83,83590,18408,15292,13280,1409
21,84,100935,21690,17580,15306,1969
21,85,88055,39923,44211,29679,1261
21,86,92021,16784,15042,13365,213
21,87,82059,15122,10542,10082,1459
21,88,66823,20459,21626,16495,1531
21,89,93716,17221,14786,12580,2089
21,90,88765,18388,13351,11725,1813
21,91,89293,15548,13429,12861,1819
21,92,96594,18370,14073,12487,1730
21,93,71960,15938,10026,9935,1209
21,94,70415,13713,13188,12157,1529
21,95,77462,14026,12193,11038,884
21,96,99460,22319,16398,13407,1253
22,1,157463,22262,17519,16641,2686
22,2,120847,22099,17759,14169,1659
22,3,87559,15798,13593,10437,1679
22,4,76572,24675,28814,20757,1276
22,5,95349,34051,36630,21627,1645
22,6,88696,17616,18542,11406,1453
22,7,93743,24622,25834,15895,1136
22,8,108176,28322,19876,9339,758
22,9,94637,20286,16568,10934,1112
22,10,187014,35604,20564,11932,1620
22,11,140490,21278,16077,12886,2850
22,12,133057,20322,18610,15131,3825
22,13,98966,19050,17894,15975,1125
22,14,87077,16827,15309,12401,1657
22,15,70912,14596,14006,11215,1025
22,16,85140,19226,13746,8724,1028
22,17,67415,15324,14545,10435,1297
22,18,80260,18492,13139,8854,941
22,19,68412,15690,13524,8864,155
22,20,72027,14910,13314,10217,1420
22,21,92907,24042,20878,13948,1891
22,22,85474,19645,19526,13653,1380
22,23,92088,21822,21344,15036,1412
22,24,264993,249995,164733,51961,1286
22,25,258394,403738,403488,158171,2266
22,26,108347,27866,27760,20019,2197
22,27,77682,15235,15985,13560,1448
22,28,392348,179349,86851,27969,1607
22,29,230754,96216,55367,20604,1566
22,30,940902,470469,161022,34370,1197
22,31,359802,98655,38523,15588,1026
22,32,67347,15673,13055,9800,2009
22,33,977752,351042,102030,24275,2025
22,34,89411,21216,13634,9454,1722
22,35,113133,24661,16233,11157,1620
22,36,103848,21654,16431,11519,2907
22,37,1331112,3163432,3662669,1349879,4614
22,38,400491,811356,867824,320774,2545
22,39,89146,36312,34461,21297,1622
22,40,65058,18640,19035,16142,931
22,41,89757,23971,18770,14413,1695
22,42,70822,17992,15046,13389,1372
22,43,65015,15324,14498,12870,1470
22,44,71502,16648,14097,12194,1862
22,45,71662,19539,16415,12263,1647
22,46,83039,21285,16878,12090,1605
22,47,93749,24590,19750,13264,2077
22,48,97722,25879,20327,14678,1613
22,49,94812,72516,85785,50462,1540
22,50,73269,18141,19464,16582,1685
22,51,56919,13139,14223,12062,1422
22,52,49981,12492,13442,12791,1087
22,53,58198,13596,13369,11933,1526
22,54,54018,13155,12529,12225,1595
22,55,56543,13383,11966,11892,1073
22,56,64876,14667,13150,12435,1754
22,57,57616,14139,12643,11616,2092
22,58,63302,16253,13905,11597,1025
22,59,84205,21420,19065,13149,632
22,60,118139,72393,46846,19757,1212
22,61,82719,16354,13924,14118,2160
22,62,77342,17458,13910,12427,1781
22,63,62331,16645,14040,12931,1754
22,64,75107,20680,14938,13377,2379
22,65,135178,57902,36331,21881,1430
22,66,115601,41921,24545,15861,1921
22,67,72990,18976,13873,12772,1313
22,68,124278,50351,27956,18186,1566
22,69,65200,17686,15515,15254,2283
22,70,116929,50525,28623,18498,1639
22,71,131021,44167,23350,14829,888
22,72,64811,15680,13868,13085,1210
22,73,103532,24086,17647,14914,1067
22,74,93651,31581,20739,14665,1466
22,75,82008,13268,10188,10506,1600
22,76,64146,21232,23414,17683,1368
22,77,92291,18137,14109,12402,1858
22,78,86300,17944,14400,13129,1861
22,79,94208,22115,19000,15857,2098
22,80,146708,45491,26116,16410,1805
22,81,72016,18950,18458,15816,1405
22,82,111127,31231,20348,14626,1111
22,83,83277,18273,15659,13669,1320
22,84,100516,21839,17752,15195,1983
22,85,88271,44610,50206,32547,1519
22,86,91975,17233,15248,13023,0
22,87,81706,15003,10353,9824,1357
22,88,66285,22087,23346,17695,1222
22,89,92073,17425,14609,12482,1609
22,90,88515,18014,13512,11340,2035
22,91,86632,15367,13577,12866,1675
22,92,94972,18459,14077,12690,2056
22,93,71273,16049,10407,9755,1085
22,94,69344,13925,13363,13042,1348
22,95,75647,14098,12114,11286,789
22,96,99200,22830,16303,12993,1781
23,1,155039,23085,17816,16411,2515
23,2,119269,22280,18176,14531,1882
23,3,86090,16118,13627,10470,1277
23,4,75907,25617,30165,21088,781
23,5,95323,38020,41646,24562,1290
23,6,87013,18194,18982,11473,1459
23,7,92783,26378,28069,16501,1443
23,8,104326,28458,20808,10108,1016
23,9,93800,20793,16772,10874,1510
23,10,188477,36307,20542,12240,1653
23,11,140112,21380,16697,13019,2264
23,12,130601,20645,18526,15464,4016
23,13,97041,19174,18190,16084,1470
23,14,86545,16912,15885,12481,1419
23,15,70966,14521,14023,11079,1261
23,16,85144,19997,13645,8581,990
23,17,66079,15132,14541,10742,978
23,18,79246,18418,13451,9215,969
