Reading,Well,Filter A,Filter B,Filter C,Filter D,Filter E
15,44,65690,10690,9095,9340,1260
15,45,58598,10434,8560,8795,1620
15,46,69169,12102,10372,9818,1339
15,47,89062,15153,12796,12037,2352
15,48,94675,14000,11350,10631,2331
15,49,93490,15371,12118,13613,2266
15,50,69491,12991,10978,12113,2217
15,51,54072,10572,9168,10762,1331
15,52,58392,11732,10548,11462,1041
15,53,65712,11779,10037,11058,1701
15,54,65486,12570,10935,11956,1398
15,55,52553,13142,11378,10283,703
15,56,63131,19125,16101,12490,1637
15,57,56157,10772,9847,10457,1752
15,58,59864,11246,10084,10083,1075
15,59,111432,72310,45887,19848,1091
15,60,102453,47331,35432,18377,1333
15,61,95643,14516,11593,13625,2039
15,62,64812,12398,10739,11827,1084
15,63,66741,11343,9571,10640,1929
15,64,131626,59690,32834,17296,2467
15,65,52711,13722,12576,12003,1488
15,66,73625,13244,11033,12211,1920
15,67,57824,13731,12139,12214,1369
15,68,55356,13658,12458,12428,1532
15,69,71450,14536,13831,16064,1881
15,70,52146,13529,13045,13043,1629
15,71,70112,12384,11535,11468,1072
15,72,69275,12177,12348,11536,1137
15,73,80400,12118,10241,12094,1047
15,74,59483,16751,16216,18017,3267
15,75,54020,13678,13963,14529,1869
15,76,46454,12938,12410,12162,1431
15,77,66234,15352,15083,15232,2231
15,78,53923,13659,13000,13381,2291
15,79,58051,14664,13863,13895,1929
15,80,54243,14172,13888,13205,1567
15,81,49503,14505,14716,14599,1342
15,82,57493,14336,13317,13125,1564
15,83,64233,13075,12512,12837,1382
15,84,75108,14454,13550,13612,1273
15,85,65619,13784,42515,36777,1721
15,86,70688,10919,9285,10498,8
15,87,58522,10582,9270,10385,1073
15,88,55943,10251,8786,10048,1534
15,89,76983,12243,11771,12053,1557
15,90,69831,12982,11750,12046,1968
15,91,72361,19325,29164,26921,1747
15,92,76567,19554,18110,15780,1458
15,93,47432,12067,10521,11392,790
15,94,65471,14453,15470,14825,1058
15,95,62806,15852,17964,16237,1236
15,96,75364,14857,15050,14356,2011
16,1,149728,22791,17954,16860,2938
16,2,146299,22665,18852,17628,2763
16,3,92163,16629,14470,12559,1857
16,4,3154967,2287255,1023867,312276,1824
16,5,70831,23754,44006,36789,1359
16,6,78556,13529,14203,10473,932
16,7,102392,12448,10726,7318,952
16,8,97517,11667,9974,6738,493
16,9,114939,15091,11911,9059,1286
16,10,146407,17299,14000,11578,1620
16,11,167114,20542,15567,12282,2198
16,12,168463,20131,14762,11849,4544
16,13,118909,15452,10747,10372,1980
16,14,102838,14740,10677,9982,1660
16,15,91189,12801,9473,8878,1368
16,16,79545,12732,9557,8354,1296
16,17,74565,11865,10101,9226,1625
16,18,73363,11402,9992,8210,1244
16,19,74749,15761,12533,8905,635
16,20,83766,15496,12008,9530,1670
16,21,97329,16652,13551,11392,1801
16,22,96823,14232,11290,10077,1910
16,23,106177,15032,12374,10768,1577
16,24,103685,14618,11707,10559,934
16,25,120184,14938,9928,12092,1974
16,26,145805,21717,13091,12611,2086
16,27,88021,12239,10203,9894,1525
16,28,79123,12280,9471,10312,1247
16,29,75608,11973,9595,10905,1361
16,30,63627,11809,9965,10756,1359
16,31,56336,14410,13214,13098,1785
16,32,339643,601146,646515,231915,2100
16,33,156570,242895,275482,116494,2309
16,34,99268,90508,103960,52403,1641
16,35,101242,31099,32003,21744,2130
16,36,106992,16964,16317,13867,2841
16,37,88951,12075,9816,10396,1525
16,38,91077,13291,11016,11408,2483
16,39,78462,11709,10203,11109,1608
16,40,65092,11293,10564,11363,1340
16,41,71096,13799,11600,12041,1156
16,42,81548,12591,10174,11988,1124
16,43,66733,11007,9286,9893,1165
16,44,65243,10649,9122,9430,1826
16,45,57907,10148,8463,8981,1606
16,46,68185,12105,10232,9766,1795
16,47,88460,15195,12714,11811,2413
16,48,93594,13544,11385,10610,2060
16,49,92252,15322,12043,13824,1995
16,50,68483,12583,10999,11799,1716
16,51,53437,10373,9105,10741,1344
16,52,58933,11837,10470,11854,1150
16,53,65231,11598,9778,11148,1567
16,54,64269,12394,10953,12213,1730
16,55,52793,13401,11461,10331,1197
16,56,63650,20047,16357,12252,1731
16,57,55631,10946,9600,10368,1770
16,58,59361,11153,9950,10033,1121
16,59,117639,78589,50447,21441,845
16,60,100366,46857,35249,18532,1927
16,61,94468,14424,12307,13662,1795
16,62,64636,12021,10558,11653,1895
16,63,65939,11599,9546,10856,1695
16,64,130566,59494,32661,17353,2423
16,65,52450,13523,12534,12177,1372
16,66,73293,12789,11054,12055,2160
16,67,56781,13208,12007,12422,1472
16,68,54752,13695,12027,12542,1486
16,69,70998,14478,13668,16014,2046
16,70,51973,13533,12823,12616,1347
16,71,68682,12396,11892,11065,1772
16,72,69613,13021,12049,11710,1481
16,73,80871,12145,10264,11751,1145
16,74,58415,16928,15942,17249,3657
16,75,54024,13377,13840,14132,1797
16,76,46635,12707,12141,12338,1607
16,77,66155,15516,15057,15040,2023
16,78,54006,13675,13030,12999,2162
16,79,57484,14647,13757,13801,2265
16,80,53961,14066,13759,13142,1689
16,81,49179,14648,14667,14530,1575
16,82,56593,14133,13317,13411,1479
16,83,63448,13008,12481,12768,1179
16,84,73731,14587,13364,13146,1708
16,85,63740,13342,41861,36551,1496
16,86,71156,10728,9282,11059,0
16,87,57817,10575,9139,10062,1398
16,88,54860,10094,8985,10008,1277
16,89,76648,12373,11482,11920,1681
16,90,68917,12895,11727,11977,2124
16,91,71585,18915,28772,26938,1831
16,92,76012,19342,17902,15573,1415
16,93,47031,11751,10685,11178,1093
16,94,64293,14053,15013,14556,1029
16,95,62213,15559,17995,16429,1199
16,96,76351,14774,15046,14669,1639
17,1,147244,22485,17641,16962,2932
17,2,145625,22764,18405,17608,2570
17,3,91408,16289,14012,12144,1862
17,4,3092196,2234190,996519,302853,1860
17,5,69615,23538,43937,36527,1393
17,6,77390,13268,14435,10699,1197
17,7,102382,12455,10708,7544,1490
17,8,95855,11674,9699,6666,502
17,9,113865,14977,11719,8876,1847
17,10,142556,17065,13977,11325,2216
17,11,165384,20134,15469,12369,2852
17,12,164969,20201,14750,11833,5002
17,13,116710,15025,10369,10387,2492
17,14,101375,14540,10449,10436,1354
17,15,90366,12671,9636,8978,1480
17,16,79159,12930,9167,7976,1278
17,17,73752,11881,10192,8877,1436
17,18,72607,11402,9689,8512,1437
17,19,73472,15535,12637,8918,147
17,20,83631,14982,12234,9656,1824
17,21,95145,16745,13607,11327,2408
17,22,95898,14382,11462,9777,2100
17,23,103399,15083,11947,10730,1541
17,24,101863,14072,11682,10151,1286
17,25,118078,14473,10114,11746,2134
17,26,143567,21238,12912,12393,1930
17,27,85979,12514,9792,10323,1745
17,28,78294,12291,9692,10632,1335
17,29,75479,11937,9722,11873,1867
17,30,62955,12332,10300,10659,1099
17,31,57342,14024,12927,13172,1347
17,32,333791,594474,643262,232298,2745
17,33,154351,241691,274172,116548,2081
17,34,99277,90818,104229,52279,1866
17,35,100270,31045,32169,21974,1910
17,36,104665,16940,16297,13792,3000
17,37,87291,11652,9594,10004,1288
17,38,91619,12955,11122,11299,1861
17,39,77236,11533,9870,10852,1462
17,40,65013,11094,10326,11453,821
17,41,71038,13552,11350,11925,1344
17,42,80458,12366,9876,11688,1601
17,43,66513,10764,9096,10027,1347
17,44,64395,10283,8688,9455,1744
17,45,57559,9807,8418,8688,1584
17,46,67305,12207,10347,9766,891
17,47,87035,14932,12624,11795,2611
17,48,92707,13452,11102,10558,2545
17,49,90518,15399,12176,14007,2066
17,50,68319,12415,10816,11832,1804
17,51,52511,10326,8879,10321,1424
17,52,57322,11244,10276,11332,1063
17,53,64158,11732,9943,11179,1596
17,54,63312,12581,11113,12181,1912
17,55,52253,13623,11696,10265,963
17,56,63752,20748,17032,12394,1926
17,57,55078,10919,9773,10657,1682
17,58,58691,10964,10105,10079,1321
17,59,121963,86402,55902,23080,1138
17,60,98946,45876,35041,18859,1391
17,61,93880,14215,11956,12870,1628
17,62,63240,12279,10624,11593,1861
17,63,65228,11513,9486,10743,1604
17,64,128511,58552,32570,17391,2182
17,65,52657,13306,12502,12052,1453
17,66,72773,12874,10899,12097,2215
17,67,56663,13125,11838,12326,1313
17,68,54610,13154,12047,12309,1819
17,69,71213,14300,13576,15938,2287
17,70,50742,13240,12719,12635,1305
17,71,68116,12259,11678,11137,1130
17,72,69380,12543,11799,11811,1166
17,73,80753,12257,10067,12144,1729
17,74,59135,16725,15653,17854,2977
17,75,53668,13450,13683,14306,1776
17,76,45977,12649,12158,12209,1299
17,77,65701,15380,14904,15151,2083
17,78,53087,13560,12732,13040,2185
17,79,56663,14506,13602,13741,1882
17,80,53069,14450,13894,13177,1523
17,81,48422,14407,14676,14411,1245
17,82,55815,13876,13323,13228,1308
17,83,63189,13190,12367,12791,1405
17,84,73697,14421,13361,12835,1246
17,85,64246,13507,41996,37326,542
17,86,69427,10598,9283,10494,228
17,87,56760,10103,9329,10452,918
17,88,54100,10144,8993,10297,1407
17,89,75317,12258,11568,11792,1433
17,90,68024,12781,11816,11931,2088
17,91,70573,19000,28429,26414,1810
17,92,74740,19406,17738,15486,1870
17,93,46468,12015,10354,11231,909
17,94,63444,14138,14931,14966,828
17,95,61701,15736,17946,16454,885
17,96,76127,14643,14842,15737,2122
18,1,146045,22267,17707,16537,3050
18,2,144687,22382,18423,17349,3178
18,3,90495,16151,14130,11804,2498
18,4,3029892,2182040,973916,294501,1466
18,5,68273,23637,43806,36290,1478
18,6,76714,13041,14254,10533,1024
18,7,100344,12253,10541,7415,1316
18,8,95239,11862,9711,6810,147
18,9,111861,14641,11547,8258,1210
18,10,142382,17022,13904,11742,1533
18,11,163140,19475,15335,12306,2015
18,12,162558,19719,14849,11732,4446
18,13,115216,15174,10383,10380,1849
18,14,101355,14625,10361,9943,1659
18,15,89715,12167,9121,8866,1509
18,16,77928,12501,9463,8081,1218
18,17,71903,12032,10065,8758,1008
18,18,72427,11401,9808,8488,1200
18,19,73052,15620,13036,8925,438
18,20,82640,14998,12307,9452,1988
18,21,94537,16520,13683,11079,2050
18,22,93598,13893,11163,9934,2083
18,23,102863,14984,12074,10321,1925
18,24,100704,13861,11292,10161,1253
18,25,116420,14349,9855,11225,2126
18,26,142897,20733,12676,12665,1949
18,27,85199,12597,9667,10587,1823
18,28,77620,12187,9743,10870,1394
18,29,73896,12079,9698,11266,1344
18,30,62217,11740,10080,10728,1571
18,31,55954,13914,13190,12741,1271
18,32,328389,588311,640409,232469,2902
18,33,153278,239645,272651,116322,1646
18,34,98206,91354,104998,52701,1631
18,35,99074,30820,32346,22138,1886
18,36,103619,16458,15919,13567,2882
18,37,86514,12185,9573,9936,1225
18,38,89967,12835,10998,11315,1633
18,39,76940,11588,10253,11137,1432
18,40,64052,11184,10221,10867,877
18,41,69641,13588,11760,11713,1057
18,42,79899,12529,10040,11764,1694
18,43,66868,10724,9438,10048,1023
18,44,63373,10379,8875,9626,1744
18,45,57337,10135,8621,8653,1199
18,46,66501,12029,10263,9428,1186
18,47,85943,14751,12468,11832,2674
18,48,91771,13454,11030,10610,2450
18,49,90500,14902,12043,13467,2000
18,50,68176,12443,10842,11823,1421
18,51,52049,9953,9106,10617,1331
18,52,57490,11463,10506,11439,971
18,53,64362,11603,9850,10874,1622
18,54,63422,12243,11081,12042,1685
18,55,52206,13926,11773,10653,615
18,56,64002,21902,17951,12848,1465
18,57,55103,10853,9650,10195,1572
18,58,57562,11028,9936,10054,889
18,59,129028,94635,61560,24170,1102
18,60,97275,44474,34799,18603,1170
18,61,91520,14542,11728,12798,2287
18,62,62625,11927,10689,11622,1150
18,63,63761,11407,9377,10679,1463
18,64,127600,58058,32715,17523,2121
18,65,52166,13248,12612,11745,1245
18,66,72080,12838,10919,12028,2041
18,67,56270,13228,11721,12377,1372
18,68,54291,13378,12039,12290,1505
18,69,70124,14289,13494,15554,1865
18,70,51135,13095,12676,12489,1399
18,71,67580,12099,11379,10963,952
18,72,67648,12460,12036,11632,1210
18,73,79488,12033,9665,11718,1929
18,74,57255,16419,15688,17144,3125
18,75,53179,13402,13493,13979,1932
18,76,45490,12453,12133,12190,1522
18,77,65682,15321,14731,15405,1949
18,78,53211,13491,12762,12730,2291
18,79,56600,14462,13365,13706,2518
18,80,52950,14622,13813,12770,1558
18,81,48276,14551,14419,14222,841
18,82,55196,13819,13157,13517,1800
18,83,62197,13250,12346,12816,1333
18,84,71682,14315,13083,13354,1424
18,85,64164,12657,41487,36788,779
18,86,68545,10582,9200,10312,57
18,87,55879,10783,9238,10011,920
18,88,54149,9800,8798,9904,1239
18,89,74180,12337,11278,11709,1539
18,90,67259,12570,11801,11850,1707
18,91,70060,18854,28406,26240,1964
18,92,74060,19386,17958,15263,1650
18,93,45953,11963,10340,11118,861
18,94,62734,13959,15035,14593,1065
18,95,61039,15399,18162,16365,865
18,96,74189,14569,14621,14690,1828
19,1,146182,21847,17387,16618,3069
19,2,142584,22020,18325,16944,3344
19,3,89818,16202,14018,11979,2098
19,4,2958534,2131978,944088,285211,1671
19,5,67295,23429,43542,36501,1302
19,6,75274,12900,14204,10345,1151
19,7,99399,12170,10570,7526,1136
19,8,93418,11453,9734,6498,403
19,9,111080,15017,11668,8275,1308
19,10,139267,17260,13892,11445,1990
19,11,160953,19990,15346,11855,2523
19,12,161998,19543,14654,12285,5128
19,13,113680,14861,10230,9959,1778
19,14,100394,14328,10262,10210,1632
19,15,88865,12274,9194,9016,1763
19,16,77735,12569,9322,8075,1246
19,17,70511,11353,10095,8983,1415
19,18,71099,11207,9453,8461,1268
19,19,71293,15649,12896,9020,90
19,20,81372,15082,12126,9398,1772
19,21,92932,16433,13979,11227,2761
19,22,92699,14077,11089,9762,1323
19,23,102152,14522,12169,10712,1800
19,24,99251,13787,11429,10349,748
19,25,115526,14084,9713,11554,1689
19,26,141316,20670,13225,12263,2192
19,27,84596,12696,9705,9983,1340
19,28,76808,11946,9640,10610,1053
19,29,72810,11901,9567,10976,1283
19,30,62229,12224,10012,10894,1361
19,31,54399,13156,12851,13158,1365
19,32,323821,580000,636023,232061,2204
19,33,152619,237640,271113,116070,1830
19,34,97862,91578,105370,52676,1805
19,35,97376,30839,32808,22206,2313
19,36,101607,16587,15993,13744,2512
19,37,84892,11598,9616,9789,1233
19,38,89307,12878,10749,11094,2001
19,39,76933,11434,9813,11439,1530
19,40,62585,10679,10247,11378,1116
19,41,69340,13080,11399,11780,1220
19,42,78927,12239,9883,11383,1364
19,43,65505,10558,9043,9956,512
19,44,63307,10579,8640,9514,1600
19,45,56602,9824,8309,8778,1278
19,46,65089,12199,10105,9557,1204
19,47,84616,14842,12425,11286,2308
19,48,90918,13481,11270,10478,1651
19,49,88844,15093,11856,13981,2380
19,50,67613,12375,10869,11684,1714
19,51,51633,10138,9175,10580,1335
19,52,57468,11515,10272,11599,1061
19,53,63150,11620,9843,11413,1782
19,54,61587,12312,10941,12296,1818
19,55,52112,14129,12201,10196,813
19,56,64568,22824,18314,13116,1585
19,57,54371,10596,9557,10197,1952
19,58,57111,10858,10022,10172,1282
19,59,135534,104939,68690,26314,580
19,60,95580,43101,33919,18601,1322
19,61,90697,14500,11715,13461,1735
19,62,62341,11495,10545,11732,1689
19,63,63734,11444,9409,10545,1754
19,64,125366,57679,32624,17636,2482
19,65,51669,13135,12471,11273,1404
19,66,71240,12698,10935,12113,2111
19,67,55908,13049,11844,12229,1486
19,68,54185,12937,12029,12448,1904
19,69,69847,14070,13275,15495,1707
19,70,50497,13058,12491,12385,1398
19,71,66366,12100,11623,11147,828
19,72,67173,12013,11779,12049,785
19,73,79412,12203,9935,11979,1339
19,74,57740,16721,15708,16655,3529
19,75,52113,13130,13456,14134,1734
19,76,45405,12574,11880,12096,1379
19,77,64212,15013,14711,15024,2166
19,78,52458,13524,12765,12813,2008
19,79,55812,14072,13394,13424,2398
19,80,52226,14677,14082,12825,1506
19,81,46821,14309,14302,14303,1151
19,82,55574,13789,13326,12446,1489
19,83,61922,13115,12503,12168,1643
19,84,71238,14362,13014,13108,2021
19,85,62449,12966,41273,36869,1125
19,86,68145,10033,9120,10464,0
19,87,54883,10143,9300,9774,1415
19,88,52954,9686,8528,10159,1481
19,89,72962,12285,11432,11949,1756
19,90,66702,12652,11833,11933,1975
19,91,69587,18806,28157,26434,1610
19,92,72666,19109,17959,15397,1619
19,93,45989,11731,10290,11488,903
19,94,62764,14063,14975,14516,1014
19,95,61278,15494,17863,16395,1112
19,96,73814,14617,14592,14794,1467
20,1,142582,21580,17423,16792,3548
20,2,142803,21788,18124,17060,2641
20,3,88362,15460,13551,11771,2318
20,4,2896863,2080319,921929,276807,1903
20,5,66268,23017,43085,35946,1534
20,6,74767,12677,14144,10460,946
20,7,98277,12238,10595,7485,1204
20,8,93425,11714,9638,6549,210
20,9,108813,14798,11747,7994,1227
20,10,139767,17000,13609,11057,1378
20,11,157539,19799,15489,11915,2219
20,12,159302,19376,14543,11621,4866
20,13,111761,14793,10145,9697,2090
20,14,99684,14050,10173,10164,1742
20,15,87154,12416,8904,8832,1267
20,16,77304,12577,9140,7969,1486
20,17,69646,11853,9946,9345,1508
20,18,70448,11096,9320,8398,878
20,19,72495,15456,13090,9448,633
20,20,80068,15442,12151,9683,1710
20,21,92981,16772,13831,11128,2400
20,22,90258,14025,11027,9732,1594
20,23,99819,14492,11855,9980,1552
20,24,99309,13852,11119,9951,1008
20,25,114849,14019,9833,11039,2089
20,26,139975,20370,12885,11895,2100
20,27,83426,12547,9785,10669,1556
20,28,76069,12406,9802,10560,1186
20,29,72544,12403,9820,11107,1185
20,30,61129,12052,9915,10706,1025
20,31,54704,13563,12902,12667,1026
20,32,318988,574703,631860,231810,2379
20,33,152012,236791,268873,115097,1804
20,34,97657,91780,105382,53094,1875
20,35,96351,31225,32686,22381,2172
20,36,100865,16724,16240,13184,2527
20,37,83719,11080,9219,9580,1320
20,38,89500,12793,10452,11290,2069
20,39,75664,11549,9598,10852,1336
20,40,63019,10803,10154,11664,747
20,41,69075,13695,11061,12033,1463
20,42,77953,12220,9653,11865,1160
20,43,64779,10811,9023,10015,860
20,44,62589,10465,8497,9365,1384
20,45,55387,9719,8212,8197,1267
20,46,63872,11960,10170,9620,1406
20,47,82552,14525,12531,11604,2391
20,48,89670,12847,10988,10201,2339
20,49,86910,14996,12028,14529,2479
20,50,66831,12423,10597,11933,1804
20,51,50693,10135,8892,10877,1547
20,52,56295,11333,10254,11609,1366
20,53,62033,11411,9800,11062,1646
20,54,60266,11948,10937,11920,1564
20,55,51891,14792,12271,10881,842
20,56,64497,23951,19483,13622,1503
20,57,54545,10753,9252,10119,1441
20,58,57320,11066,9954,10450,785
20,59,144193,115786,76582,28667,621
20,60,93352,42096,33156,18420,1400
20,61,90655,13866,11435,13037,1864
20,62,62370,11915,10743,11827,1461
20,63,62829,11403,9442,10412,1221
20,64,123040,57281,32629,17335,2117
20,65,50537,13000,12467,11432,989
20,66,69596,12679,10765,12080,1900
20,67,54841,12894,11530,12109,1216
20,68,53241,12985,11999,12001,1622
20,69,69805,13861,13345,15610,2050
20,70,50455,13003,12525,12224,1418
20,71,65115,11927,11524,10568,590
20,72,66095,12495,11692,11669,1025
20,73,77910,11989,9761,11631,1356
20,74,56276,16222,15344,16648,3121
20,75,52145,12860,13282,14178,1518
20,76,44564,12306,11638,11994,1333
20,77,64052,14886,14496,15118,1965
20,78,51738,13250,12612,12568,2095
20,79,54933,14372,13245,13773,2081
20,80,51285,15245,14208,12947,1307
20,81,47353,14268,14468,14342,1289
20,82,55587,13562,12975,13081,1402
20,83,61212,13058,12610,12572,1625
20,84,71545,13990,13021,13120,1278
20,85,61753,12670,41064,36932,659
20,86,66746,10255,8867,10548,281
20,87,54550,10009,9233,9996,1066
20,88,52425,9902,8586,9695,1248
20,89,72689,11785,11301,11652,1468
20,90,66688,12601,11741,12096,1795
20,91,68240,18530,27938,25969,1461
20,92,71706,18840,17682,15506,1439
20,93,45504,11817,10078,11062,1067
20,94,61830,13672,14777,14565,896
20,95,60168,15379,17746,16045,1403
20,96,73559,13900,14383,14833,1690
21,1,142800,21601,17092,16235,3139
21,2,140607,21542,17903,16865,2898
21,3,86595,15801,13569,11844,2088
21,4,2829541,2029419,897437,268409,1837
21,5,65410,23272,43279,36241,1629
21,6,72919,12628,14136,10447,878
21,7,97433,11945,10534,7394,1306
21,8,91442,11766,9823,6330,532
21,9,108861,14822,11658,8383,1419
21,10,136709,17453,13750,11682,1386
21,11,153746,19487,15354,12006,2136
21,12,157152,19440,14484,11154,4680
21,13,110832,14069,10176,9599,1967
21,14,98752,13842,10441,9743,1698
21,15,85587,12308,9138,8859,1729
21,16,75778,12167,8910,7985,1180
21,17,68824,11659,9959,9043,1294
21,18,69972,11045,9667,8284,1084
21,19,70308,16022,13686,9168,136
21,20,80180,15280,12748,9518,1595
21,21,91110,16543,14178,11339,1765
21,22,90965,13521,11070,9656,1526
21,23,98335,14639,11770,10178,1396
21,24,97824,13468,11008,9939,1245
21,25,111244,13720,9567,11238,1754
21,26,138009,20647,12759,12475,1736
21,27,82204,12191,9284,10165,1155
21,28,74598,12151,9865,10717,1498
21,29,71400,12446,9521,11019,1198
21,30,60507,12150,10087,10586,1104
21,31,53951,13214,12459,13064,1404
21,32,315418,568217,627719,231427,1965
21,33,150524,235734,267826,114557,2096
21,34,96627,91625,105650,52972,1397
21,35,95405,31057,33078,22436,2203
21,36,99214,16320,16326,13423,2564
21,37,83029,11275,9300,9417,1355
21,38,87773,12645,10576,11203,1808
21,39,74787,11184,9396,10676,1410
21,40,61662,11056,10120,11121,661
21,41,67630,13212,11277,11585,1033
21,42,77227,12026,9695,11838,1243
21,43,64315,10114,9029,9985,913
21,44,61997,10399,8355,9232,1371
21,45,55588,10100,8319,8522,1400
21,46,62844,11672,10127,9709,1790
21,47,81651,14754,12351,11885,2718
21,48,89323,12828,10999,10270,2383
21,49,86498,14558,11920,14342,1814
21,50,65953,11913,10818,11838,1775
21,51,50593,10195,8931,10559,1193
21,52,56121,11031,10557,11672,1439
21,53,60849,11226,9541,11080,1405
21,54,59597,11991,10972,11931,1581
21,55,51528,15070,12741,10628,850
21,56,64392,25390,20297,13414,1511
21,57,53395,10487,9617,10654,1815
21,58,55571,10798,9765,10188,838
21,59,153343,128683,85988,31503,528
21,60,89844,39661,32070,18846,1419
21,61,87765,13987,11490,12959,1453
21,62,60819,11847,10598,11526,1674
21,63,63260,11237,9394,10882,1625
21,64,120047,56509,32656,17470,2216
21,65,50641,12769,12349,11306,1617
21,66,69206,12443,10783,12198,1913
21,67,54061,12716,11593,12123,1414
21,68,52500,12831,11983,11925,1620
21,69,69286,14092,13317,15667,1894
21,70,49572,12983,12530,12030,1658
21,71,64320,12188,11360,10788,933
21,72,65893,12198,11992,12019,819
21,73,76279,12300,9876,11030,1113
21,74,55564,15951,15232,16729,3002
21,75,51727,12733,13463,13877,1703
21,76,44277,12528,11756,11539,1543
21,77,62724,14767,14357,14740,2007
21,78,51593,12960,12378,12146,1944
21,79,54164,13770,13144,13744,2207
21,80,52169,15824,14495,12844,1500
21,81,46709,14307,14328,14389,1564
21,82,54550,13389,13077,13032,1291
21,83,60427,13069,12571,12415,1306
21,84,69487,13671,12963,13030,1173
21,85,60614,12611,40948,36164,1379
21,86,65951,10465,9155,10280,40
21,87,53419,10155,9253,9987,1175
21,88,52188,9708,8696,9812,1008
21,89,71363,12145,11440,11367,1624
21,90,65563,12946,11932,12086,1844
21,91,67390,18289,27538,26005,1462
21,92,71399,18972,17829,15354,1361
21,93,45157,11416,10086,11244,945
21,94,61564,13815,14955,14344,1165
21,95,59912,15172,17741,16031,663
21,96,72493,14202,14119,15055,1455
22,1,141391,20858,17206,15691,2794
22,2,139597,21450,17677,16665,2799
22,3,85314,15346,13263,11784,1770
22,4,2781243,1983978,874615,260158,1336
22,5,64570,23141,43052,35725,1256
22,6,71458,12489,14186,10247,729
22,7,95931,12210,10533,7016,1144
22,8,91000,11575,9883,6450,525
22,9,106788,14560,11784,8194,1488
22,10,135108,17117,13925,11248,1564
22,11,151405,19469,15428,12140,2420
22,12,155833,19061,14525,11749,4420
22,13,110905,14524,9948,9767,2019
22,14,97244,13936,10215,9890,1324
22,15,84995,11979,9083,8070,1145
22,16,74977,12241,8964,8185,1081
22,17,68104,11147,9801,9056,1285
22,18,68696,10795,9554,8365,1010
22,19,70341,16021,13817,9455,157
22,20,79002,15669,13124,9759,1685
22,21,90406,16733,14178,11046,2116
22,22,90366,13371,10889,8825,1662
22,23,97397,14385,11977,9730,1352
22,24,96747,13978,10820,9954,1197
22,25,110843,13693,9596,10953,2055
22,26,136938,20063,12773,12458,2207
22,27,81205,12320,9572,10205,1430
22,28,74739,12449,9715,9980,1247
22,29,70838,12017,9812,10462,1371
22,30,59527,11536,9941,11035,1216
22,31,52748,13243,12408,13296,1164
22,32,310607,561306,622624,230745,2277
22,33,150625,234949,267111,115144,1909
22,34,95806,91516,105531,52611,2032
22,35,94063,30935,33231,22480,1942
22,36,96930,16269,16017,14016,2695
22,37,82230,10994,8970,9637,1026
22,38,87156,12264,10474,10922,2092
22,39,74353,10926,9073,10648,1372
22,40,60805,10745,10098,11095,1285
22,41,68109,13843,11018,11993,1162
22,42,76216,12094,9523,11661,1384
22,43,63495,10393,8717,10046,724
22,44,61374,10330,8224,9181,1830
22,45,54473,9801,8231,8697,1271
22,46,62044,11796,10109,9078,1289
22,47,79994,14227,12318,11432,2456
22,48,87684,12667,10810,10244,1903
22,49,85887,14458,11709,13800,2500
22,50,66167,11800,10928,11782,1633
22,51,49563,9889,8892,10652,1532
22,52,55527,11060,10163,11906,1380
22,53,60782,11201,9479,11141,1461
22,54,58922,11875,10902,12135,1730
22,55,51378,15794,13021,10594,883
22,56,65783,26872,21321,13699,1360
22,57,52426,10595,9633,10428,1584
22,58,55644,10563,9919,10421,879
22,59,163406,143412,96890,34394,835
22,60,87556,38101,31064,18522,1063
22,61,85944,13661,11619,12794,2097
22,62,59699,11643,10658,11566,1940
22,63,61640,11473,9461,10419,1746
22,64,117897,55944,32542,17665,2564
22,65,50191,12743,12115,11155,1593
22,66,68485,12300,10825,11802,2154
22,67,53709,12489,11420,12200,1354
22,68,52809,13041,11831,12311,1453
22,69,68257,13839,13012,15467,2120
22,70,49183,12878,12345,12129,1511
22,71,63886,11956,11344,10889,1192
22,72,65059,12477,12380,12292,1198
22,73,75068,11530,9744,11162,1528
22,74,55639,15649,15101,16486,3283
22,75,51421,12832,13160,14121,1335
22,76,43711,11915,11743,11665,1437
22,77,61446,14684,14491,14600,1730
22,78,50812,12752,12472,12590,2106
22,79,54557,14051,13048,12996,2115
22,80,51716,16583,15055,12987,1721
22,81,45769,14162,14327,13822,1362
22,82,53862,13487,12983,13016,1375
22,83,60203,12915,12402,12696,1645
22,84,69456,13575,12985,13264,1751
22,85,59293,12748,40501,36581,743
22,86,64374,10693,8905,10306,0
22,87,51936,10315,9393,9843,1348
22,88,51952,9519,8701,9916,1339
22,89,70143,12083,11394,11577,1478
22,90,64918,12544,11937,11652,1978
22,91,66515,18251,27726,25906,1552
22,92,70181,18674,17862,15548,1496
22,93,44648,11698,10105,10778,954
22,94,59704,13550,14541,14297,767
22,95,58751,15244,17653,15979,684
22,96,71143,14089,14283,14860,1503
23,1,137963,20770,17002,15901,3111
23,2,136129,21318,17759,16644,3039
23,3,85233,15239,13292,11720,2052
23,4,2716284,1935388,852825,253185,1643
23,5,63024,22806,42823,35801,1294
23,6,71084,12368,14143,10028,1143
23,7,95094,12298,10648,7205,1012
23,8,89703,12023,9884,6410,78
23,9,105548,14715,12230,8410,1281
23,10,133925,17341,14089,11148,1276
23,11,148856,19603,15638,12366,1543
23,12,154149,19153,14533,11452,4552
23,13,108961,14470,10045,9569,1371
